step,G_loss,D_loss,Real_Score,Fake_Score
28,0.3357049226760864,9.196982383728027,0.37876302003860474,0.7138381004333496
29,0.33070874214172363,9.11724853515625,0.37621456384658813,0.72544926404953
30,0.3397933840751648,9.014694213867188,0.38972771167755127,0.7193166613578796
31,0.3379450738430023,9.098636627197266,0.37979286909103394,0.7240980863571167
32,0.3226585388183594,9.121700286865234,0.367512583732605,0.7237195372581482
33,0.3297550082206726,9.05488395690918,0.3412478566169739,0.7298418879508972
34,0.31987762451171875,9.095012664794922,0.3348168134689331,0.7264586091041565
35,0.35708534717559814,9.053218841552734,0.3079679012298584,0.7036710381507874
36,0.3444516658782959,8.983495712280273,0.3161649703979492,0.7074453830718994
37,0.35757142305374146,8.927810668945312,0.30130958557128906,0.70893394947052
38,0.3517167866230011,8.954872131347656,0.28896963596343994,0.7074694037437439
39,0.34440138936042786,8.960908889770508,0.28390151262283325,0.7148963212966919
40,0.3282697796821594,8.870030403137207,0.30685073137283325,0.7108756899833679
41,0.3362243175506592,8.681474685668945,0.30880165100097656,0.7107776403427124
42,0.36169904470443726,8.632966995239258,0.27118074893951416,0.7102158069610596
43,0.35195958614349365,8.639822006225586,0.28252923488616943,0.7062780857086182
44,0.34163445234298706,8.471272468566895,0.2740519940853119,0.7074805498123169
45,0.3802279233932495,8.363472938537598,0.2803543210029602,0.6871460676193237
46,0.3955773711204529,8.233732223510742,0.29300037026405334,0.6797263622283936
47,0.39227646589279175,8.091681480407715,0.28978395462036133,0.6663404107093811
48,0.3704163134098053,8.215758323669434,0.265550434589386,0.6884565949440002
49,0.3723560571670532,8.029499053955078,0.2318863868713379,0.6749931573867798
50,0.35218721628189087,8.160061836242676,0.28820279240608215,0.7094621658325195
51,0.34408479928970337,7.896910667419434,0.28769922256469727,0.7082836627960205
52,0.34616413712501526,8.14245891571045,0.25283679366111755,0.7265182733535767
53,0.3852006793022156,7.947941303253174,0.2363470196723938,0.7076550126075745
54,0.3852878212928772,7.864806175231934,0.266125351190567,0.7063592672348022
55,0.34024980664253235,7.381291389465332,0.2962903380393982,0.7240923643112183
56,0.28970199823379517,7.9063005447387695,0.22336003184318542,0.737237274646759
57,0.26696568727493286,8.05952262878418,0.2371290773153305,0.7744783759117126
58,0.24369065463542938,8.38083267211914,0.21943631768226624,0.7773741483688354
59,0.2523242235183716,8.258443832397461,0.2233363687992096,0.7730826139450073
60,0.2293274998664856,8.180211067199707,0.20306116342544556,0.7962170839309692
61,0.2246381640434265,8.638959884643555,0.19525942206382751,0.794780969619751
62,0.22980746626853943,8.483637809753418,0.18056510388851166,0.8035033345222473
63,0.27024340629577637,8.424219131469727,0.21720871329307556,0.7570817470550537
64,0.31341373920440674,8.043486595153809,0.18944941461086273,0.7495569586753845
65,0.320623517036438,8.459787368774414,0.17522437870502472,0.71988445520401
66,0.33733272552490234,8.282014846801758,0.1914866864681244,0.7009709477424622
67,0.3571200966835022,8.011516571044922,0.23132118582725525,0.6985182762145996
68,0.3718145489692688,7.744690418243408,0.25789034366607666,0.6891167759895325
69,0.3658788502216339,7.577760219573975,0.2891581058502197,0.683667778968811
70,0.42271190881729126,7.482221603393555,0.24312099814414978,0.6686244010925293
71,0.4120738208293915,7.44301700592041,0.260189414024353,0.6591788530349731
72,0.4728246331214905,7.1841511726379395,0.35640138387680054,0.634508490562439
73,0.48329001665115356,6.963552474975586,0.3303363621234894,0.6292285919189453
74,0.5004062056541443,6.784551620483398,0.32542169094085693,0.6254847049713135
75,0.5122220516204834,6.939630031585693,0.3357354998588562,0.6106991767883301
76,0.4877176880836487,6.395085334777832,0.38254716992378235,0.627503514289856
77,0.4757454991340637,6.631640434265137,0.3426516354084015,0.6366167664527893
78,0.5156267881393433,6.302865982055664,0.38418468832969666,0.6303573250770569
79,0.41073206067085266,6.412962913513184,0.3348309099674225,0.6658473014831543
80,0.4788491725921631,6.541677951812744,0.4432731866836548,0.6384441256523132
81,0.5005333423614502,6.521996021270752,0.42225199937820435,0.6044318079948425
82,0.41306328773498535,6.287970542907715,0.3517017364501953,0.6697323322296143
83,0.39817944169044495,6.97135066986084,0.3250841200351715,0.6762174367904663
84,0.39873990416526794,6.187731742858887,0.32240381836891174,0.6588338613510132
85,0.40266114473342896,6.651599884033203,0.35396555066108704,0.6776636242866516
86,0.4368751049041748,6.610609531402588,0.3342064619064331,0.6570196747779846
87,0.46022212505340576,6.842580795288086,0.3480789363384247,0.638098418712616
88,0.4541836380958557,6.5090508460998535,0.33952000737190247,0.6593896746635437
89,0.3847540318965912,6.622940540313721,0.35327407717704773,0.6986466646194458
90,0.4603208899497986,6.37481689453125,0.4034612476825714,0.6456454992294312
91,0.563509464263916,6.464667320251465,0.39559078216552734,0.5715731382369995
92,0.4627912640571594,6.692836761474609,0.4886547923088074,0.6505095958709717
93,0.455363392829895,6.387776851654053,0.37180352210998535,0.6793452501296997
94,0.41443130373954773,6.42149543762207,0.47489672899246216,0.6657133102416992
95,0.5412968993186951,6.263459205627441,0.3571574091911316,0.6031503677368164
96,0.3397146165370941,6.386196136474609,0.3661564588546753,0.7180250287055969
97,0.48821866512298584,5.906026840209961,0.526862621307373,0.6699481010437012
98,0.5815331935882568,5.654989242553711,0.5102391242980957,0.5674983263015747
99,0.7406213283538818,5.850732326507568,0.5359642505645752,0.5289344787597656
100,0.6598947048187256,5.493556976318359,0.5269187688827515,0.5396755337715149
101,0.49168798327445984,5.155221939086914,0.5051746368408203,0.6087942719459534
102,0.33205705881118774,5.761277198791504,0.4975314140319824,0.7179155945777893
103,0.2318076491355896,5.6588521003723145,0.5862591862678528,0.7794833183288574
104,0.12861515581607819,6.321558952331543,0.47331535816192627,0.87799471616745
105,0.07681633532047272,7.188685894012451,0.4088209867477417,0.9366394281387329
106,0.11236728727817535,6.550077438354492,0.3579869270324707,0.9054957628250122
107,0.17200180888175964,6.1522417068481445,0.29971742630004883,0.8611146211624146
108,0.27778077125549316,6.806081771850586,0.32017236948013306,0.7546383142471313
109,0.1941472440958023,5.90085506439209,0.3454400300979614,0.8313525915145874
110,0.24359077215194702,5.794814586639404,0.37185508012771606,0.7995243072509766
111,0.2012738585472107,5.604743003845215,0.47147995233535767,0.8515373468399048
112,0.21439576148986816,5.456239223480225,0.4422355890274048,0.808632493019104
113,0.30941158533096313,4.59677791595459,0.477242648601532,0.7475067377090454
114,0.38456451892852783,5.3278985023498535,0.44978293776512146,0.6953064203262329
115,0.48661747574806213,4.260514736175537,0.5480496883392334,0.6685307621955872
116,0.33912262320518494,4.609969139099121,0.6305837631225586,0.6880282759666443
117,0.5995963215827942,4.759884834289551,0.6443737149238586,0.5974566340446472
118,0.5262932181358337,4.447840690612793,0.6293449997901917,0.6374228000640869
119,0.5579130053520203,4.095113277435303,0.6460945010185242,0.5969983339309692
120,0.5893344879150391,4.3549957275390625,0.6016765236854553,0.5975862741470337
121,0.6114745140075684,3.677621364593506,0.6707855463027954,0.6191727519035339
122,0.4433044195175171,4.173141956329346,0.6754540205001831,0.6741129755973816
123,0.5155339241027832,3.7234554290771484,0.6996961832046509,0.5916160345077515
124,0.8685594797134399,3.5173470973968506,0.6800642609596252,0.5149040818214417
125,0.5695289969444275,4.689012050628662,0.6259616017341614,0.5958908796310425
126,0.433510422706604,4.333953380584717,0.6766342520713806,0.686859667301178
127,0.42650675773620605,4.466412544250488,0.686760663986206,0.6860470175743103
128,0.394125372171402,4.057258605957031,0.6104142069816589,0.7221691012382507
129,0.35179799795150757,4.326905250549316,0.5743503570556641,0.754214882850647
130,0.18015116453170776,5.265576362609863,0.4011435806751251,0.8450148105621338
131,0.11848025768995285,6.103850364685059,0.3988324999809265,0.8851601481437683
132,0.11238110810518265,6.789119243621826,0.37143272161483765,0.901197075843811
133,0.10740739107131958,7.614516258239746,0.2505854666233063,0.9086175560951233
134,0.14333944022655487,7.35997200012207,0.2264690101146698,0.8892483711242676
135,0.2932581305503845,6.499817848205566,0.14925390481948853,0.771873414516449
136,0.44949448108673096,6.639626502990723,0.1364128291606903,0.678378701210022
137,0.2645077109336853,6.668506622314453,0.2075706273317337,0.7856519222259521
138,0.2404591143131256,6.561413288116455,0.19542035460472107,0.7944664359092712
139,0.2506997883319855,7.038273334503174,0.18773910403251648,0.7986043691635132
140,0.29700788855552673,6.785974502563477,0.24250906705856323,0.7541854381561279
141,0.19894945621490479,7.099728107452393,0.20413313806056976,0.8342556953430176
142,0.26725077629089355,7.5494704246521,0.20485642552375793,0.7748298645019531
143,0.17963317036628723,7.323096752166748,0.23860979080200195,0.8515497446060181
144,0.24325823783874512,7.343048095703125,0.22338952124118805,0.8051239252090454
145,0.3519369661808014,7.028620719909668,0.18623147904872894,0.7016876339912415
146,0.3496028482913971,7.572509765625,0.13906329870224,0.7042782306671143
147,0.3741483688354492,7.513532638549805,0.15412285923957825,0.712677538394928
148,0.21056053042411804,7.381972789764404,0.19635896384716034,0.8105118274688721
149,0.10919712483882904,8.083404541015625,0.2218427211046219,0.880489706993103
150,0.2132994830608368,7.15986442565918,0.2546851634979248,0.7924869656562805
151,0.2843465507030487,7.796856880187988,0.12666399776935577,0.7388098835945129
152,0.46808403730392456,7.3849382400512695,0.16774052381515503,0.7033747434616089
153,0.3203527629375458,7.091449737548828,0.21433907747268677,0.7404860258102417
154,0.24078837037086487,6.951098442077637,0.2630874514579773,0.8068028092384338
155,0.3209116458892822,7.088079929351807,0.2205083966255188,0.7642465829849243
156,0.3861054480075836,6.331970691680908,0.24318060278892517,0.7033710479736328
157,0.33464229106903076,6.227757930755615,0.2801223397254944,0.707687497138977
158,0.28525593876838684,6.1228437423706055,0.34889358282089233,0.7537257671356201
159,0.2646932601928711,6.746982097625732,0.28290510177612305,0.763841986656189
160,0.4883565604686737,6.228706359863281,0.31165266036987305,0.6691151261329651
161,0.46356940269470215,5.952630519866943,0.3995111286640167,0.6456466317176819
162,0.3463022708892822,7.088258743286133,0.2518380284309387,0.740325927734375
163,0.16526521742343903,6.6518659591674805,0.4082808494567871,0.8430197238922119
164,0.15609368681907654,6.653288841247559,0.37203213572502136,0.8914316892623901
165,0.28914350271224976,5.99954891204834,0.3621031641960144,0.7765666246414185
166,0.213492289185524,6.230147361755371,0.3937002420425415,0.7955935001373291
167,0.1691102683544159,7.101456165313721,0.39185646176338196,0.8633685111999512
168,0.25632530450820923,6.354686737060547,0.4265013337135315,0.7857147455215454
169,0.2787269949913025,6.912458419799805,0.4114167094230652,0.7794361114501953
170,0.2812765836715698,6.566592693328857,0.47800353169441223,0.7771218419075012
171,0.4093584418296814,6.359553813934326,0.43366342782974243,0.7277402877807617
172,0.3811746835708618,5.96177339553833,0.5116602778434753,0.719749927520752
173,0.25173255801200867,6.049796104431152,0.609230637550354,0.740229070186615
174,0.4298402667045593,6.305648326873779,0.4517377018928528,0.6852761507034302
175,0.42072752118110657,6.033313751220703,0.5259565114974976,0.6888364553451538
176,0.34438708424568176,6.090489387512207,0.6038897037506104,0.702553927898407
177,0.38479703664779663,6.209789276123047,0.6351501941680908,0.7643505334854126
178,0.40906643867492676,5.692933559417725,0.6257396936416626,0.6921037435531616
179,0.6867615580558777,6.513453483581543,0.48012101650238037,0.55543053150177
180,0.4410082697868347,5.486162185668945,0.6342757344245911,0.7001522779464722
181,0.29787540435791016,6.514715671539307,0.558153510093689,0.7806820869445801
182,0.35489797592163086,5.887035369873047,0.6108186841011047,0.6628175377845764
183,0.4281850755214691,5.303083896636963,0.5719356536865234,0.7158985137939453
184,0.4196862578392029,5.168860912322998,0.608695387840271,0.6607481241226196
185,0.4822487235069275,5.420929908752441,0.6419585347175598,0.6687616109848022
186,0.5016137361526489,5.355700492858887,0.5980435013771057,0.6660038828849792
187,0.47478994727134705,5.641622543334961,0.5945507884025574,0.6686462759971619
188,0.49364304542541504,4.981433868408203,0.622301459312439,0.6369919776916504
189,0.3451462984085083,5.599016189575195,0.5141681432723999,0.7362332344055176
190,0.23662172257900238,5.950717449188232,0.5046043395996094,0.815407395362854
191,0.37770789861679077,5.650936126708984,0.5118430852890015,0.7442284822463989
192,0.3441258370876312,4.977352142333984,0.5537950992584229,0.7438496947288513
193,0.19208924472332,6.086369514465332,0.46079009771347046,0.8034801483154297
194,0.17488941550254822,5.7550506591796875,0.4315263032913208,0.8632716536521912
195,0.18902230262756348,6.889902114868164,0.37678098678588867,0.8693555593490601
196,0.5627084970474243,5.9519548416137695,0.40853777527809143,0.5976534485816956
197,0.41536396741867065,4.450988292694092,0.5314606428146362,0.6709825396537781
198,0.18758371472358704,4.879809379577637,0.6342017650604248,0.8383890390396118
199,0.1924181878566742,5.560067176818848,0.5778459906578064,0.8111085891723633
200,0.335567444562912,5.23806619644165,0.5490859150886536,0.7434654831886292
201,0.4516144394874573,5.058899402618408,0.5725589990615845,0.6630125045776367
202,0.19774027168750763,5.585840702056885,0.6440147161483765,0.8200353384017944
203,0.191745787858963,4.923601150512695,0.7269599437713623,0.8328213691711426
204,0.38167956471443176,4.619787216186523,0.640069305896759,0.7109435796737671
205,0.7006433606147766,4.983972072601318,0.5923783183097839,0.5832148790359497
206,0.27428367733955383,4.649948596954346,0.6322431564331055,0.7589046955108643
207,0.2358430027961731,4.622064590454102,0.7827966213226318,0.8161013722419739
208,0.43777304887771606,4.940037250518799,0.6527551412582397,0.729938268661499
209,0.4049232602119446,5.199461460113525,0.6665769815444946,0.7359672784805298
210,0.2211603820323944,4.589001655578613,0.7685338258743286,0.8178526163101196
211,0.2020450234413147,5.184854984283447,0.7660154104232788,0.8361787796020508
212,0.23132897913455963,4.249086380004883,0.6689270734786987,0.795000433921814
213,0.16864174604415894,4.929614067077637,0.7044504284858704,0.8507801294326782
214,0.2606777250766754,4.963591575622559,0.5793710947036743,0.8065076470375061
215,0.2727399468421936,5.041324138641357,0.5882314443588257,0.7855281233787537
216,0.4440523684024811,4.675676345825195,0.5558220148086548,0.6539976596832275
217,0.3979015648365021,5.226590633392334,0.5058575868606567,0.7257065773010254
218,0.22550342977046967,4.996254920959473,0.6540133953094482,0.8100089430809021
219,0.35515889525413513,4.584601402282715,0.7741068601608276,0.6830343008041382
220,0.5769379734992981,4.312930107116699,0.6621665954589844,0.5991777777671814
221,0.549522340297699,4.186898231506348,0.6928447484970093,0.6499539017677307
222,0.607010543346405,4.253969192504883,0.6882035732269287,0.5883280038833618
223,0.47780150175094604,3.962212562561035,0.6849417686462402,0.6319863796234131
224,0.43396079540252686,4.441623687744141,0.7189648151397705,0.6988903880119324
225,0.6158837080001831,4.4043073654174805,0.7166119813919067,0.6079002022743225
226,1.0088053941726685,4.447255611419678,0.6655330061912537,0.40030986070632935
227,0.36316272616386414,4.314329147338867,0.7066318988800049,0.7198187112808228
228,0.36923545598983765,4.236344337463379,0.657404899597168,0.7291173934936523
229,0.5425804853439331,4.342520713806152,0.6487479209899902,0.643875777721405
230,0.8945102691650391,4.322242736816406,0.5958263874053955,0.48875969648361206
231,0.5235071182250977,4.263646602630615,0.6826522350311279,0.6695847511291504
232,0.47205227613449097,3.7484612464904785,0.7181668281555176,0.6218419075012207
233,0.4771873652935028,4.072044849395752,0.6667091846466064,0.674222469329834
234,0.3389160633087158,4.012974262237549,0.7536478042602539,0.7042651772499084
235,0.5227925181388855,4.126539707183838,0.6240308880805969,0.5941535234451294
236,0.2068568617105484,4.719303131103516,0.6589399576187134,0.8014456033706665
237,0.321148157119751,4.776332378387451,0.5132887959480286,0.7742634415626526
238,0.5784441232681274,4.672741413116455,0.4868089556694031,0.5877407193183899
239,0.549923837184906,5.0003252029418945,0.38390129804611206,0.6464372277259827
240,0.3462298512458801,5.240379333496094,0.4917428195476532,0.727595329284668
241,0.3037787675857544,5.5287017822265625,0.5581964254379272,0.787419855594635
242,0.4500131607055664,4.570427894592285,0.6339616179466248,0.6410598158836365
243,0.6788718104362488,4.468554496765137,0.5495927333831787,0.5475622415542603
244,0.8727625012397766,4.171523571014404,0.5920875072479248,0.48016053438186646
245,0.49304136633872986,4.006268501281738,0.6148062348365784,0.619215190410614
246,0.7401531934738159,4.389354705810547,0.5446652770042419,0.5854700803756714
247,0.5059676766395569,4.281227111816406,0.6972845196723938,0.6357148885726929
248,0.5754746198654175,4.016961097717285,0.6208730936050415,0.6224403977394104
249,0.5615026950836182,4.5714521408081055,0.63872230052948,0.6270413398742676
250,0.5774566531181335,3.927794933319092,0.5944802165031433,0.6235425472259521
251,0.47615349292755127,3.7028982639312744,0.6049445867538452,0.6359915733337402
252,0.9121209383010864,4.782871246337891,0.6171483993530273,0.46333181858062744
253,0.6876540184020996,4.728083610534668,0.5314891338348389,0.5659481287002563
254,0.3716474771499634,3.8700900077819824,0.6535890698432922,0.7275539040565491
255,0.4020708203315735,3.7443275451660156,0.7004379034042358,0.6660391092300415
256,0.6614185571670532,3.9269633293151855,0.5847742557525635,0.5820427536964417
257,0.58051997423172,4.237751007080078,0.6270548701286316,0.6426295638084412
258,0.25991347432136536,4.868462562561035,0.5967637300491333,0.7908926606178284
259,0.5120882391929626,4.4717912673950195,0.632266640663147,0.6862781047821045
260,0.6207947731018066,5.114706039428711,0.5022026300430298,0.5792917013168335
261,0.5852336883544922,4.950384140014648,0.5913676619529724,0.634768545627594
262,0.590302050113678,4.412212371826172,0.5111271739006042,0.6159005165100098
263,0.6829826831817627,3.799229145050049,0.6271928548812866,0.6084350347518921
264,0.7983561158180237,4.700661659240723,0.568780779838562,0.4922754168510437
265,0.45945996046066284,3.933579921722412,0.6313331127166748,0.6462618112564087
266,0.5569953918457031,4.534215450286865,0.6124910116195679,0.628749430179596
267,0.48047319054603577,3.968015193939209,0.6504487991333008,0.6410455703735352
268,0.5158069729804993,4.658527374267578,0.6067594885826111,0.6307283639907837
269,0.6053693294525146,3.5560600757598877,0.6708332896232605,0.5687494277954102
270,0.4655313491821289,4.238063812255859,0.6378849744796753,0.7149103879928589
271,0.43579164147377014,4.930911064147949,0.5408133268356323,0.6622796654701233
272,0.40528446435928345,4.472903251647949,0.5306691527366638,0.7354644536972046
273,0.2288789600133896,4.977839946746826,0.5820080041885376,0.7782915830612183
274,0.18425095081329346,4.914371013641357,0.6673258543014526,0.8189396858215332
275,0.3020556569099426,5.054776191711426,0.6624047160148621,0.7766068577766418
276,0.24024125933647156,5.975239276885986,0.5114821791648865,0.8504270315170288
277,0.16296109557151794,5.594921112060547,0.434556782245636,0.8517434597015381
278,0.2322015017271042,5.606953144073486,0.5102627277374268,0.7832635641098022
279,0.2611757814884186,4.956394672393799,0.5570993423461914,0.7896115779876709
280,0.32457324862480164,5.379933834075928,0.6194888353347778,0.7678708434104919
281,0.34105947613716125,4.716665744781494,0.5434746742248535,0.7601376175880432
282,0.3174528181552887,5.350160121917725,0.5840207934379578,0.7789574861526489
283,0.39764004945755005,4.895481109619141,0.561493992805481,0.7443881630897522
284,0.4112022817134857,4.146974086761475,0.6356050372123718,0.7080076336860657
285,0.3949330449104309,4.763801097869873,0.6630889177322388,0.6577017307281494
286,0.41578033566474915,4.420805931091309,0.7090460062026978,0.726595401763916
287,0.5701252222061157,4.669696807861328,0.6083295345306396,0.6099480986595154
288,0.5645353198051453,4.559045314788818,0.604302167892456,0.6286542415618896
289,0.3152146637439728,4.916783332824707,0.6631476879119873,0.7290320992469788
290,0.23079031705856323,5.061634063720703,0.6385771036148071,0.8414962887763977
291,0.5775564312934875,4.420224189758301,0.5650033354759216,0.5947796702384949
292,0.4219551682472229,5.207981109619141,0.48554766178131104,0.6416462063789368
293,0.3725414276123047,4.281473636627197,0.6286522150039673,0.712712287902832
294,0.6502239108085632,4.864713191986084,0.5388090014457703,0.5836992263793945
295,0.4115123748779297,4.478679656982422,0.6147698163986206,0.6847816705703735
296,0.6195306777954102,4.503928184509277,0.5058729648590088,0.6223011612892151
297,0.41919922828674316,4.813190937042236,0.5839373469352722,0.6294622421264648
298,0.6524273157119751,4.334141731262207,0.5603764653205872,0.6097552180290222
299,0.5307439565658569,4.804841041564941,0.6588722467422485,0.5871819853782654
300,0.3929186761379242,4.8415374755859375,0.6215124130249023,0.7250797152519226
301,0.5488215088844299,4.012702941894531,0.6733200550079346,0.5885342955589294
302,0.514977216720581,4.585005760192871,0.7102752923965454,0.6222586631774902
303,0.8616849184036255,4.419425010681152,0.6191110610961914,0.46523064374923706
304,0.5643434524536133,4.512556552886963,0.6689523458480835,0.6348689794540405
305,0.39080631732940674,4.858671188354492,0.6502233147621155,0.73990398645401
306,0.8250022530555725,4.840093612670898,0.49649450182914734,0.4857836365699768
307,0.16467511653900146,5.250732421875,0.5748353004455566,0.8584979772567749
308,0.14550386369228363,4.813178539276123,0.602898120880127,0.8679361343383789
309,0.21507614850997925,5.346959590911865,0.4465062916278839,0.7958807945251465
310,0.15017907321453094,5.928194046020508,0.49337685108184814,0.8868930339813232
311,0.12736769020557404,5.964798927307129,0.49205514788627625,0.9062865972518921
312,0.06405501812696457,5.624967575073242,0.482965886592865,0.938911497592926
313,0.15250544250011444,5.10172176361084,0.46232911944389343,0.9019862413406372
314,0.13694235682487488,5.465863227844238,0.4708296060562134,0.865948498249054
315,0.11479169130325317,4.693339824676514,0.5557399392127991,0.9001785516738892
316,0.1603683978319168,5.514222621917725,0.5711958408355713,0.885661244392395
317,0.18137504160404205,4.899853706359863,0.550883948802948,0.8546293377876282
318,0.23410464823246002,5.010025978088379,0.6460362672805786,0.8277648687362671
319,0.13896237313747406,5.05914306640625,0.6630291938781738,0.8648293614387512
320,0.3530275523662567,4.793112277984619,0.6789621114730835,0.7210853695869446
321,0.5183380842208862,4.169038772583008,0.6511278748512268,0.6318327188491821
322,0.2785947024822235,4.415560245513916,0.7029302716255188,0.7985713481903076
323,0.2624455690383911,4.52631950378418,0.7067301273345947,0.7774277925491333
324,0.49294641613960266,4.105217933654785,0.6602997779846191,0.6902652382850647
325,0.5059707164764404,4.017960548400879,0.6451358795166016,0.6607465744018555
326,0.3266633450984955,4.336847305297852,0.6757173538208008,0.764145016670227
327,0.2869638502597809,4.409401893615723,0.7284277081489563,0.7778890132904053
328,0.38729020953178406,3.670016288757324,0.6535816788673401,0.6528047919273376
329,0.3448120653629303,4.233388900756836,0.6967198252677917,0.716213047504425
330,0.72183758020401,4.201384544372559,0.7298892140388489,0.597351610660553
331,0.6033379435539246,4.212071418762207,0.6124676465988159,0.5837156176567078
332,0.4166194796562195,3.9823994636535645,0.6780740022659302,0.696709394454956
333,0.21352964639663696,5.29522705078125,0.6558082103729248,0.860541582107544
334,0.1805877983570099,3.8797659873962402,0.5412192344665527,0.8203089237213135
335,0.21006721258163452,4.470412254333496,0.5910547375679016,0.8538416028022766
336,0.20871174335479736,4.604879379272461,0.5061900615692139,0.8376179337501526
337,0.1932641565799713,4.704477310180664,0.5193508863449097,0.8491471409797668
338,0.15758037567138672,5.257067680358887,0.5353284478187561,0.8915852308273315
339,0.10830232501029968,5.215311050415039,0.5808330774307251,0.9249440431594849
340,0.18138675391674042,5.397153377532959,0.5077379941940308,0.8336614370346069
341,0.6946700811386108,4.6116943359375,0.4016561508178711,0.5803022384643555
342,0.49191927909851074,4.161837577819824,0.5048150420188904,0.6255004405975342
343,0.24255481362342834,3.8677542209625244,0.6019354462623596,0.8040146827697754
344,0.2949256896972656,3.9890642166137695,0.5587917566299438,0.7335735559463501
345,0.31908971071243286,4.127223491668701,0.5648648738861084,0.7592171430587769
346,0.3665359914302826,3.730863571166992,0.6037571430206299,0.740149974822998
347,0.3364976644515991,3.5818448066711426,0.5843639373779297,0.7392683029174805
348,0.2115059345960617,4.702875137329102,0.5233452916145325,0.8685846328735352
349,0.26707732677459717,4.763273239135742,0.42427879571914673,0.7893241047859192
350,0.3067011833190918,4.664039611816406,0.4147194027900696,0.7490683197975159
351,0.2699548602104187,4.395318984985352,0.4906461238861084,0.7832013368606567
352,0.22570021450519562,5.208697319030762,0.47611549496650696,0.8158886432647705
353,0.6186130046844482,5.137520790100098,0.4666141867637634,0.6360442042350769
354,0.4708820879459381,4.5201029777526855,0.5111604332923889,0.6736183166503906
355,0.428964227437973,3.931056499481201,0.5358028411865234,0.6340237259864807
356,0.5949032306671143,4.646961688995361,0.38278883695602417,0.6183604001998901
357,0.3244742453098297,5.165159225463867,0.4555557668209076,0.7876380681991577
358,0.43781960010528564,4.805447578430176,0.4455495774745941,0.6715652346611023
359,0.5257160663604736,4.880504131317139,0.3947291374206543,0.6569482684135437
360,0.2926430106163025,4.863058567047119,0.509830117225647,0.72178053855896
361,0.4150499403476715,4.572969436645508,0.498078316450119,0.6978979110717773
362,0.5557344555854797,4.536264419555664,0.5179904699325562,0.6113174557685852
363,0.6638540625572205,4.542789459228516,0.5297667384147644,0.590857207775116
364,0.3245864510536194,4.345348358154297,0.5940934419631958,0.7346404790878296
365,0.323483407497406,3.966705799102783,0.6261783838272095,0.723405122756958
366,0.5448397397994995,4.241637229919434,0.512616753578186,0.6250734329223633
367,0.5318559408187866,4.073796272277832,0.5285032987594604,0.6100387573242188
368,0.22656197845935822,4.485481262207031,0.5796305537223816,0.793135941028595
369,0.36793404817581177,4.927719593048096,0.5659489631652832,0.7151827216148376
370,0.4310687482357025,4.3552398681640625,0.6143907904624939,0.737751305103302
371,0.2844749093055725,4.799417972564697,0.6219965219497681,0.7615597248077393
372,0.5264825820922852,4.228699207305908,0.6912438869476318,0.666980504989624
373,0.3430020809173584,4.640594005584717,0.6345028281211853,0.6530822515487671
374,0.21926608681678772,4.345206260681152,0.718959391117096,0.825315535068512
375,0.3668745756149292,4.60974645614624,0.6309826374053955,0.7172760963439941
376,0.5548170804977417,3.882309675216675,0.6264485716819763,0.6841897964477539
377,0.2765156924724579,5.263589382171631,0.6354377269744873,0.8390630483627319
378,0.27482330799102783,4.33392333984375,0.69778972864151,0.802678108215332
